From,To,Length,Cost,Var
1189,605,461.692006,21.51943727,12.19482525
987,605,37.16157929,65.19874632,217.2343415
1022,605,215.6588456,41.52703588,89.23261187
1148,606,417.5756659,122.1832401,1746.903504
1016,606,338.3261344,48.83035075,133.8432885
1130,606,436.3894861,25.32079302,102.7836015
1826,606,274.4955191,113.8496916,2956.004258
786,608,116.4536333,86.21339224,1115.005809
1003,608,226.733857,21.92119312,59.57530356
1322,609,392.6668864,32.71201972,289.328366
1352,609,229.5751436,35.93392017,454.0643174
1156,609,120.9532605,58.84159407,790.0008456
619,610,169.087035,42.78553536,64.83240884
1169,611,145.3780304,34.55421953,127.7645362
1127,611,468.9801651,21.66697735,31.86810137
949,611,465.7265379,46.08615864,170.4146353
1386,612,446.6209014,68.40616932,321.5910597
1236,612,840.7492009,48.68129094,117.0715646
895,613,193.46244,26.89238174,140.579943
783,613,377.3276336,107.7559877,1942.15738
1387,614,250.4579211,57.96567792,435.4751446
1411,614,146.3248441,54.98069539,423.8481624
1856,615,147.5826488,86.74138469,825.1385733
1336,615,1250.137312,37.99835846,193.7262401
1341,615,206.3071156,43.1661997,155.6627558
967,615,157.8530021,59.93037014,390.4297213
688,616,464.9588651,46.20021997,80.39426361
1106,616,405.4376708,33.01766299,29.16041565
877,617,736.0948352,24.98338564,42.97927893
1120,618,220.944462,80.33855145,2239.816367
836,618,144.1296845,59.79962511,712.3507821
723,618,237.1350352,78.19881393,919.5155973
700,619,182.0563059,46.62607522,237.1359773
1636,620,215.3147626,39.95867703,105.7564845
823,620,226.564955,79.9695475,779.7549339
803,621,172.0416514,57.2554456,324.8234274
929,621,217.4732705,76.11299795,1258.102663
1765,623,381.8613171,40.63436749,145.9589362
1772,624,311.5380371,39.98839581,246.7547507
1680,624,157.553437,78.45688015,380.0751955
1820,624,133.277791,63.33855081,314.3309677
1066,626,255.1288461,28.9159926,80.02959878
1032,626,209.3926731,27.0425864,42.4551951
1307,627,666.8420956,26.69472467,78.72470927
1132,627,218.4487002,14.04250028,8.187953738
664,628,333.3665883,38.01162008,166.5263
646,628,230.3455076,31.1798598,90.41001165
674,629,224.0087819,176.3160661,3195.014913
1459,629,355.1349344,21.37037344,82.77919042
1069,630,195.6758962,33.81093118,97.74090942
901,630,99.50670832,88.47067872,376.8316215
1134,630,65.5562048,30.09461841,39.62277574
676,631,319.3018043,84.44201651,1406.075455
903,632,326.9525347,35.01530205,193.857116
861,632,350.1370834,30.65358033,82.0494252
1532,632,192.1393817,33.78076319,201.6545798
650,632,79.61011847,51.90898882,392.5057316
820,633,43.10862155,38.66497297,108.2714269
1724,633,534.2055542,44.01489611,178.5600006
785,633,470.3230375,79.21735029,487.3793549
807,635,355.8332463,44.00505764,100.5831853
755,636,232.2351497,64.70888143,398.864396
1342,636,437.604509,91.4617922,562.633749
1216,636,516.4972621,307.7149811,5060.664523
716,637,140.0193622,47.59370965,222.2593529
1477,637,247.2161626,50.14410863,130.7657585
708,637,233.370582,47.27959723,76.03763694
1012,638,127.6770045,39.26338992,105.4629993
928,638,349.507551,69.47297535,745.952897
1377,638,478.1998569,34.13579806,85.2224305
1405,638,272.4641234,34.9693905,106.7396329
824,639,443.2576751,40.27654369,146.9857948
1248,639,174.798879,30.79188727,76.34617412
1269,639,406.1750909,63.55538489,1835.413932
854,641,964.9894002,40.0077066,107.2905522
1340,641,190.9435949,42.46296822,136.5993912
1445,641,297.880416,43.41948848,158.022791
1889,641,573.0878425,89.75818716,1340.132876
848,642,177.4167256,60.29013854,680.7708287
1653,642,224.9339936,31.42253516,98.6952769
1052,644,260.5781451,68.1472486,570.0247425
1233,644,54.45037656,114.426007,1201.814758
1204,645,389.0097565,34.113368,312.3243954
1102,645,337.9165302,59.44296918,400.9140741
1417,646,185.8481412,234.0402813,6005.448244
928,647,173.7443974,55.33780833,368.0829701
1308,647,322.5496574,36.58177249,158.6157013
1405,647,401.2949579,62.1157409,210.7091363
709,647,419.2282833,45.22247965,102.6839194
1254,648,230.4845608,82.7988406,505.8267218
1362,648,401.7579184,38.50233663,119.8463159
936,648,210.06636,30.48762775,83.65245165
694,649,543.9867244,66.97795647,245.50844
944,649,139.768161,76.84856659,1538.285673
840,650,365.3021892,13.28944188,12.4742102
1559,650,655.5253337,36.21379565,124.3302431
1578,651,359.0602097,27.19183438,100.693333
1641,651,436.2835308,33.22427529,94.8112707
1443,651,179.6871226,67.46479796,471.5844024
947,653,229.3277673,54.56726439,355.1373347
982,653,272.1220643,39.18870384,46.97415614
1221,653,153.6166738,25.42255148,49.90248261
1180,654,87.70236731,72.75850238,426.5786113
1531,656,213.477024,56.1652778,81.07659527
765,656,273.1481969,39.50184358,89.92671868
1188,657,373.9026531,47.5402144,147.9484376
880,657,168.1160787,112.3819494,2082.66678
930,658,222.4971754,56.80687535,378.0714509
1042,658,246.8908187,48.85534545,228.6648304
1711,659,202.8528379,38.0719084,186.1505186
1751,659,133.4917396,50.2542009,582.1451287
1404,660,327.9089221,34.80288618,125.0805481
1626,660,309.8606787,15.72206266,13.87583265
1638,661,183.9754773,57.60645424,524.0293663
1149,662,188.1125543,16.11574092,31.34649701
919,662,206.0965752,25.00224677,80.65289439
1094,662,285.6313402,60.72399724,178.9005291
681,663,592.1280878,30.92656546,48.32004246
1053,663,136.6603375,44.75812618,96.1968462
816,665,125.4311527,58.1897772,492.9764053
929,666,90.72935611,49.83910977,226.1755459
832,667,288.4706731,51.11184605,216.1704232
790,667,617.9361295,51.89129749,225.6774768
1123,668,593.3136126,94.0662966,882.7366907
1124,669,526.9643699,63.54898751,343.6468688
1368,669,142.7229606,45.66724162,321.9859053
1620,669,344.4107303,106.3699048,2174.830029
1185,671,144.3851658,44.96337154,93.63489946
770,671,437.0810983,35.36213154,106.7666762
722,671,109.266746,38.47022201,91.84592361
822,672,335.3831085,7.287382112,6.797728745
691,673,124.232046,47.66544779,424.6500815
1365,674,271.1658856,130.67677,809.7952161
1669,674,425.7217866,73.98882965,656.2665713
1510,674,281.387117,139.9337911,3699.611803
1062,675,403.6988235,69.37150227,1802.337908
1680,675,215.2489947,114.4888117,2331.958815
1158,675,407.188637,39.8933218,130.1167045
1274,675,349.5513005,78.04854334,1015.09055
1628,676,77.06165691,39.01253206,248.0847284
1719,677,224.102953,25.54621287,72.18324713
1892,677,238.0516,62.63240819,842.9071857
1685,677,331.680824,68.09607662,1701.62428
1746,678,304.1354992,84.38688879,1322.145199
1816,678,289.8960949,137.7341989,2573.647081
863,680,219.5580875,30.48543138,29.37260291
947,680,231.3100941,41.26780313,78.9193511
738,680,222.6732767,71.22220717,129.7731559
982,680,100.7554867,95.07303674,1885.709646
1302,681,227.0197702,51.62654485,99.56367532
878,681,520.8336374,44.45439037,198.0604083
1252,681,102.5726045,44.40336223,151.6528359
756,682,177.4167256,85.55884925,312.4305083
1501,683,340.4914895,65.13055583,575.0015425
909,685,380.3083831,78.31589002,849.6337409
735,685,401.5502994,65.77028091,516.983309
1064,686,125.9860167,88.46166524,876.453947
1773,686,300.5571136,34.00450051,169.7693417
1439,686,468.117835,85.39504029,3117.213492
1869,686,310.9380791,71.52588939,1425.510937
753,687,327.9089221,23.05606554,100.9116929
1794,687,624.0356267,20.3383074,13.15257261
1124,687,619.1076603,49.34559454,287.0241084
746,689,157.0425144,70.5061641,1174.491239
706,689,366.1637996,105.7627444,788.1895091
1131,689,188.0975574,52.27611839,171.5866943
1127,692,379.0605032,61.75208949,484.3063892
1453,692,397.8612813,30.30776279,141.7620163
1537,692,228.9557312,54.43027089,738.5104135
831,693,56.73875603,17.92151215,74.77794429
811,694,527.2409087,81.18348798,693.7142492
711,694,418.6414886,77.95685364,460.0620462
1658,695,135.8142701,39.60711581,161.5334688
1670,695,394.6998468,80.72476778,739.4045005
1638,696,450.5168961,19.73867473,22.47097466
1455,696,613.4618001,18.35175381,36.38301042
799,696,147.115181,22.78665843,30.78002974
1874,697,83.70083354,125.1394924,908.3166207
975,698,160.2042889,80.32477877,723.9111071
1292,699,293.0218828,28.66393756,14.42487759
857,699,79.84547441,3.1137672,0.374032071
1462,701,105.0625162,41.35265586,66.4826798
1333,701,218.825391,63.71655371,673.9735047
1543,701,252.2814082,38.38138622,280.1902218
1284,702,377.3852395,50.40949744,322.9264158
1402,702,199.471172,77.51430245,434.3698673
1188,702,73.45162392,24.06814038,97.61830964
940,703,113.9476218,230.3568063,3078.083681
1731,703,561.5491197,93.45284754,352.4738169
1886,704,174.8263326,35.296085,150.7347383
1598,704,303.5026595,47.87797927,395.2788828
1620,705,349.1433554,61.1505926,494.9737478
1494,705,736.0948352,155.0918671,3607.623398
1722,705,229.8198915,42.2095488,479.63853
1257,707,239.032545,33.19982367,103.5466856
1573,709,698.3434451,31.47379987,152.7087817
1318,709,267.6487565,36.13055222,83.88887475
1294,710,170.3639099,51.23776576,154.540664
866,710,207.7167499,93.05436564,722.9432273
1304,710,213.1285298,158.5006256,3383.572434
944,711,150.5712968,71.15013738,2043.854582
1359,712,337.929925,41.93635074,69.54087653
1849,712,309.8162877,65.16045985,79.66998593
1575,713,205.1709611,32.88646692,120.7564027
1184,713,182.0563059,37.6663902,59.85815223
1038,714,194.3947913,10.8329271,20.22875734
822,715,160.0071722,22.68814877,31.31817388
1234,715,351.4324351,43.35672308,91.82591787
772,716,138.8510248,39.67328378,201.9504475
1313,717,394.8262584,83.45843918,559.6626516
1268,717,213.1285298,41.31102135,261.1866728
1730,718,160.2835448,51.41314428,222.4306577
1482,718,426.6785023,57.94934376,306.9204239
796,718,255.5581052,87.91922025,419.5504743
1411,720,174.8335651,31.08505788,169.5157687
1835,720,43.10862155,38.25169028,131.6386872
1544,720,314.4173764,49.27851129,467.6433042
1476,721,371.9397429,81.78024646,1008.612627
1266,721,187.3304693,77.6743969,425.2228771
1708,721,342.4038846,48.79032129,172.6003875
762,722,430.0905982,28.15162587,53.02332387
1347,723,128.5858497,94.8193138,1401.288834
969,723,489.649266,64.96929036,933.5053422
1309,726,185.0591174,5.012786497,0.598954701
790,727,186.9244155,26.90958255,22.79085698
979,727,192.1580615,60.84297608,228.6484068
1007,727,367.8769472,25.90973174,118.364907
1811,728,537.0465409,21.58380285,46.66838903
1207,728,207.7638298,43.36323332,167.4300816
1810,729,583.736897,57.26137853,201.2030818
1179,730,266.0299366,41.05118195,137.4879013
997,731,371.39422,34.71630499,411.26829
1246,731,178.2376267,52.08544383,1614.348293
780,732,444.7725155,210.5176143,3595.979022
1475,733,207.2705401,65.52970171,344.2618803
1339,734,244.5961223,32.87947335,124.4521299
1438,734,64.76008361,111.0260978,550.9443714
839,735,248.6309867,87.6881965,189.12576
1070,735,288.2871533,71.30117738,619.3805847
1727,736,231.9120538,26.7079563,74.63100635
945,736,375.198357,104.5325454,2964.916053
1470,737,147.115181,22.43168764,25.12883558
1782,737,357.5976308,9.572585647,5.887161737
1842,737,588.2029864,43.58314798,163.2500221
1032,739,254.0940805,32.93518579,45.92264111
1516,741,87.8722986,96.59835149,861.1220313
1247,741,317.5138636,79.70920555,745.8079856
1498,741,834.4591962,38.46017117,288.9217085
1495,741,681.8958421,42.35846767,108.6709472
894,742,265.3543884,82.99251371,431.7792335
750,742,181.7405365,297.8068968,13061.4461
804,743,208.7901995,166.8878041,4082.906955
1105,744,293.289081,86.09956533,1587.791272
1873,744,590.6079178,51.29329257,462.6323823
1623,745,737.9344877,59.14414259,331.5582163
1250,745,702.9666312,32.66988969,135.5065955
939,745,551.025639,69.40656006,638.5998582
1066,746,515.2104813,59.90661628,338.3056488
1252,747,385.1798218,42.27698099,157.4559574
977,748,364.6226101,75.37937654,1050.069319
1474,749,557.793825,19.86100384,20.38613798
766,749,308.5269538,122.059673,1337.268947
1128,750,429.1016293,73.4027907,276.0000994
1562,752,273.80019,65.55836669,801.4659675
1791,752,223.5203052,51.44078479,294.4706367
1755,752,429.1385636,3.720714915,1.850293366
1286,753,169.1415537,58.63404468,484.3659758
1479,753,363.0218572,36.31522118,252.067523
1251,754,184.2386681,70.68670452,594.0170103
940,754,308.8657347,125.253742,4008.756304
1150,755,366.2891095,120.2086506,701.3784983
1332,755,508.5857965,38.21427702,409.7010214
1328,757,174.8263326,23.8797154,57.87920615
1719,760,217.9040005,51.61173783,818.2511154
1655,760,371.39422,57.41286171,272.0169065
1156,763,158.5035476,83.45694895,532.7720737
951,764,197.435632,108.9243675,1810.285745
1229,765,348.9631013,35.14147996,132.0791632
1430,766,346.0063643,28.51271215,35.26797694
1520,768,121.5519876,28.62313404,79.39473875
928,768,537.6552034,45.98720624,322.0812784
1308,768,583.736897,53.03618829,421.6205484
1593,769,169.9984921,21.16746912,76.6607886
1190,769,529.519934,62.45963777,2143.47827
1059,770,173.3499564,61.77454739,138.5089362
787,771,123.3912942,31.54986303,161.0181893
1607,772,99.82069604,38.40320129,223.913171
1477,772,535.6265217,45.6134831,287.6636352
844,773,590.29758,47.02255422,103.7023846
1474,773,420.159762,38.06956743,43.54133108
907,773,359.9021833,94.63590295,1005.777649
1009,774,128.5858497,32.8404944,198.6135812
1176,774,135.6962011,55.1008665,124.1823519
1083,774,309.5487818,31.70855733,153.5069168
839,775,99.50670832,279.7715111,14537.89158
811,775,176.5290593,54.42462862,139.6671836
1652,776,322.5496574,30.36395419,92.86945397
1726,777,23.19129935,34.84863267,157.2450034
982,778,457.5318851,27.37531459,36.17905768
870,778,258.5427268,35.67048064,50.26023595
1240,779,244.2100091,49.19936722,476.8247037
1381,781,669.8970705,52.82482134,411.0989579
1579,781,507.5159509,17.89536688,57.43936378
810,782,382.935062,19.73980602,17.34075651
1140,782,600.3521143,39.42997019,83.49836676
1613,784,448.4981114,14.02359735,35.09272493
1643,785,323.5660561,28.90770184,70.63112413
1199,785,277.6931987,17.92774729,32.15963919
1176,785,389.4559332,33.31027441,283.7780092
828,786,245.6525398,63.75973314,751.7117352
1073,786,257.0011816,74.98880072,1325.800832
801,787,216.7469263,49.73660678,820.1559532
1025,787,218.5492369,19.63648127,21.65061465
1120,787,173.3034235,30.46306509,77.16931434
1480,788,105.3428476,17.90355588,18.82532234
1552,788,165.5471003,26.47293559,58.98641541
1034,789,206.3634369,58.75198317,608.2358733
1090,789,169.1446138,9.803841842,8.236957189
1418,789,588.5777404,36.67355297,212.2923793
874,790,238.6278746,57.53076009,118.4808374
1064,791,139.9419338,72.16178585,742.5196251
1403,791,191.6409795,80.2392902,1071.525551
1773,791,461.9296024,85.06835311,984.4475308
1130,792,729.6873066,140.7691721,1681.834103
1850,792,812.2037884,38.19401453,59.23882372
1101,793,303.9795021,36.77997982,90.53548312
857,794,877.3222695,38.99165184,267.0531042
1456,795,446.6209014,40.84806863,137.7894343
1047,795,598.7199941,44.66964534,270.3938725
1264,796,235.7206866,43.45069927,216.4102502
852,796,145.3556476,97.7525613,1813.499336
1721,797,221.0540974,43.43154751,107.7725243
1219,797,204.8096738,38.65977266,112.6218228
1233,798,84.12079746,79.45130167,210.2208915
966,798,528.1202201,56.37790013,1171.740282
1500,799,335.6030833,52.27646439,391.1935405
891,800,208.6295318,56.12761833,186.9695529
1114,801,345.0401214,38.49644274,89.2333618
1074,801,199.2089648,112.1199512,1337.111743
1374,803,224.0190593,7.364665284,4.214771931
1056,804,239.2014238,58.56190158,219.6433677
1099,805,226.0457242,92.82789626,2718.744125
1487,805,543.9867244,58.35452116,1101.219938
1281,806,235.7206866,33.43600173,113.0448744
1087,807,118.711583,46.87858334,230.2432517
1161,807,287.763438,56.389524,365.7699529
1137,807,265.3543884,89.22542336,973.468471
1180,808,687.9839436,41.60808168,114.0964891
1114,808,261.5753554,42.56200571,227.9858535
1203,808,794.1630163,26.05722337,314.6871375
935,809,357.5976308,41.3602012,521.7624498
1263,809,65.79172506,12.39960165,9.898398374
1398,810,535.5904369,54.1774065,123.9774406
1314,810,515.1667446,29.16941608,78.41026267
1855,812,256.671606,31.26678657,79.70962729
1882,812,370.5602899,24.55452122,27.98834982
1614,813,379.4436216,33.05200209,148.4886272
1291,813,273.1481969,49.37627582,131.145922
1758,813,284.9899833,108.7730578,4202.140864
933,814,240.2178584,86.55169338,1434.517248
1010,814,229.8198915,66.32159911,239.3647493
968,814,343.6968208,40.40626294,375.3634827
899,815,174.2833943,37.88456616,57.54594692
851,816,190.094371,39.85057677,124.5032894
1194,817,388.4872031,95.07476381,853.5135365
1206,817,592.1419628,29.02448785,77.57573486
937,818,286.2638424,12.87632817,48.88196803
1249,819,239.032545,10.67075829,10.68521689
1511,819,721.0450059,25.30754664,76.91584184
1807,819,192.5446616,57.62037134,324.7993402
1778,820,356.833513,35.37864787,87.54210128
1698,820,184.4806029,30.75141764,28.07185446
1038,821,183.9708818,164.5310951,1853.222412
1156,822,158.8588976,47.23704469,238.8006386
1343,823,372.3959911,65.76478477,349.5915298
1247,823,329.2418329,51.22481261,241.2311327
1090,824,308.0896668,259.8794069,7070.557316
853,825,355.1349344,52.07702285,406.8272201
923,825,204.0247754,45.49407049,328.2272399
1781,826,172.6089563,7.993730662,1.745342225
854,826,262.2700241,29.64768149,54.45542687
1539,827,405.0706705,35.71722572,304.2249275
960,827,243.9645892,57.10246573,226.4491052
1770,827,392.6668864,77.1606895,493.1203318
1860,827,557.793825,30.82931872,112.2337936
954,828,420.159762,83.92382345,2728.973352
1052,828,274.9991019,64.77946092,671.926155
920,829,266.9297442,15.51884416,11.86865141
1222,829,282.6980403,49.90031423,204.0761553
1362,831,596.6118113,51.99671817,529.4256005
1000,832,615.3432036,33.37710158,268.0313911
1499,833,351.1385161,20.42003912,64.38339841
932,834,729.6873066,64.31033293,499.0936968
1286,834,145.9190187,27.94087791,32.50341756
1794,834,188.4418958,51.46438439,111.3791327
975,835,315.8952795,79.66805379,2198.213391
1347,836,506.4348279,59.37617902,223.0230972
1702,837,267.6487565,76.66838614,373.8610004
1034,838,732.8718697,37.04340849,33.32305875
1418,838,471.2193394,55.49537088,191.2060818
1378,838,193.3663786,59.402453,209.7862789
1893,840,363.934158,68.12578207,402.3812949
1502,840,308.0896668,59.31313545,440.0073252
1818,841,429.3251195,43.03259952,278.816049
1530,841,474.2868375,30.48808488,450.6923702
1062,841,267.6115036,52.83575583,1105.069798
978,841,475.0777077,110.5467774,2174.413212
1024,842,301.9912155,36.36840673,80.10390642
1167,842,220.9728617,35.02541074,118.5615621
1277,843,435.8298837,65.74600512,212.5635514
871,843,250.1123158,9.464266522,2.378155699
1198,843,280.3013313,65.79812925,268.2868806
1621,844,269.2993226,52.02680455,145.341501
1474,844,289.4732103,63.24109816,150.8213541
915,845,47.0931073,70.13470277,300.3584536
1055,845,227.0197702,138.5230007,1177.600023
1084,846,119.8550727,38.92686936,93.37018927
1153,847,214.0170429,62.64819718,469.0986587
1649,847,416.4919821,68.62433195,724.5352198
1609,847,280.3013313,45.8700359,297.5528039
1728,848,474.1074256,84.13027742,786.2492757
1130,848,229.5173671,46.28807638,459.9861978
1876,848,285.1267412,34.04222562,36.2784219
1267,850,374.2233224,101.9846701,776.967953
1223,851,206.7817728,44.01651607,170.1699192
1552,851,555.8898734,44.2770927,83.92206651
1170,852,252.2194652,57.57215896,291.9751132
951,853,342.5584141,53.31057373,175.2401393
1237,854,403.1586695,44.52693676,141.3052703
1099,854,265.3601771,127.5438975,4450.029745
1858,855,297.3743471,19.99970579,34.28476387
1412,855,180.5880068,15.31471246,19.6761269
1730,855,142.6925323,34.27917157,126.6979075
1239,856,521.3567152,46.95781714,708.5128826
933,856,430.6985869,36.23821162,77.95803174
1897,858,291.1754312,83.57969502,367.3811725
984,858,150.7319641,21.15234724,28.28795283
1660,858,198.0014115,28.35630457,76.76629017
1358,859,182.1806897,54.22011256,359.9762971
1164,859,267.2583303,62.44495638,164.1174406
901,859,173.424408,82.36869428,453.7691303
1014,860,311.4766587,63.39929201,670.5649178
1077,860,136.0031233,75.20364326,875.9813804
1827,861,198.0121079,42.68970055,60.01594326
1823,861,165.5151902,66.78210991,486.6651917
1893,861,223.1740739,56.53982309,255.8274645
1850,862,215.3147626,45.80084935,40.64974111
1065,862,184.9187684,34.2858531,102.368007
1220,862,68.03218618,45.52261674,217.5661044
1137,863,201.4251449,38.03060383,204.5881215
1342,864,303.5026595,30.82202762,76.7540537
885,864,359.0957098,33.18222674,116.6340892
1627,865,213.3037616,43.65966675,264.3036555
1298,865,212.1300154,46.46048696,106.6316073
1258,865,451.6068618,33.19677032,177.7380372
1097,866,129.7246327,30.34575141,40.00685809
1339,866,172.8914334,39.46593804,152.5727568
1042,867,325.171265,56.14710837,187.4829565
1682,868,107.4526092,33.0634237,186.5182711
1676,868,425.9140946,37.4711355,171.6938381
1735,868,85.96193792,33.89009539,122.230961
1706,869,328.9953959,57.05389011,318.4821938
1671,869,451.376803,45.3784367,145.1266309
1554,869,385.6960962,50.99322556,515.2610377
1714,869,211.5440323,44.80674597,188.7226521
1045,870,130.344717,21.86608772,20.28716583
1245,870,235.7656418,26.89457695,49.08102046
970,872,466.8448321,30.77631808,58.71013439
1687,872,432.7638555,50.63642123,136.1383933
1627,872,218.4487002,69.39511458,316.9082996
978,873,157.6792198,32.55769539,77.69184887
1219,874,36.33843609,41.41127961,58.93041571
979,874,181.6454605,31.95002598,105.8513262
1123,875,218.3823809,16.52203122,21.87476555
1535,875,203.3274229,48.05227696,122.8225053
1810,876,422.153996,49.48777309,273.5330136
1686,876,366.1637996,28.2355588,108.5336815
1312,878,837.4148353,42.35699058,228.0815089
899,878,401.3222458,57.92682058,485.1366654
1157,879,182.4279611,32.59374137,126.9439131
1344,880,54.92324282,50.89825146,440.0118702
937,881,168.1898184,112.022148,3408.200859
1084,881,109.0673339,109.3618806,2102.532242
1733,882,228.9557312,76.48816294,408.8165741
1448,882,422.4742469,64.15658999,439.9378188
1455,883,220.8072402,46.59478142,241.2139343
1500,883,369.1700553,25.05287513,108.2601076
1834,883,877.8040475,48.49527684,206.0712874
1101,884,206.3634369,39.96431605,86.96138
1203,884,315.8952795,106.1840443,4984.804502
1327,885,263.045384,41.37151267,402.0323879
1322,885,983.1410724,78.51251164,2765.321376
970,886,437.7910577,48.99523486,421.0413778
1110,887,480.5709836,42.43717882,162.042446
1434,887,120.5868686,29.01286083,43.22202436
1056,888,416.0111819,31.80638536,144.118052
1783,889,297.4371296,10.97562576,24.17979167
1691,889,229.5751436,48.14958119,487.2075941
917,889,536.8307915,74.44811724,293.9226519
1812,890,179.7084974,44.39941399,146.1908701
1392,890,262.400298,23.0526468,19.91921232
996,891,411.0247426,26.47117489,18.2436902
1352,892,112.2062894,111.1163329,4937.743845
1168,892,367.5149852,72.14260636,1124.930495
1627,893,546.0513157,24.01611754,53.53044212
1567,893,117.7829497,32.1072409,54.99337423
1258,893,151.2145152,57.43145474,371.9162981
985,894,417.3778846,66.51219286,426.1442357
1299,894,384.3382001,73.00647943,991.9957836
992,894,230.4845608,135.7839934,1106.512628
1035,895,552.3083759,35.09063221,252.3898988
1063,895,77.06165691,69.99760279,503.639224
1887,896,134.565403,54.08563476,96.53043265
1826,897,360.0314543,32.34579769,43.65261402
1850,897,386.2123804,106.6200487,371.7966306
1024,898,96.23678547,113.4783376,2394.548919
1107,898,222.3496414,35.1881961,288.7019242
1317,899,203.862154,56.75944348,200.0869669
1660,900,266.5969192,33.06440774,39.28219863
1437,900,291.0021815,26.28598282,41.00230088
1318,900,116.4536333,53.54677222,120.0778884
1731,902,187.0304169,39.0615721,97.15289383
1538,902,197.3779818,80.27660398,457.3044555
1511,903,333.3665883,31.71568498,82.19857062
1517,903,373.9026531,35.38740649,96.42083858
1184,904,264.4056949,36.29683524,104.9851373
1744,904,136.0388933,26.83427687,106.7855431
1704,904,309.9800513,28.87968871,87.82593529
1503,904,272.3314862,35.58315845,60.71665502
1884,905,336.6565142,42.55137471,296.8315906
948,906,288.1919027,38.44252795,420.0992046
983,906,543.1076246,55.04600736,387.9326828
1046,906,85.95583234,36.29352569,103.0556677
1545,906,403.3678156,78.91947707,290.3778314
1357,907,59.8680053,144.6617843,1061.810107
1394,908,184.2386681,49.5689962,177.8956836
1621,908,169.0112505,134.0412669,1076.710534
1613,910,207.7215093,9.659450435,11.38686449
1779,910,246.2823304,89.73677669,943.2465786
1899,910,470.3230375,30.39443361,159.7481081
1072,911,301.3132414,30.78407075,105.8182833
1470,911,248.2977713,11.72717557,12.28719068
1518,911,272.7143568,24.97061808,52.74363102
926,912,315.4688993,92.51302869,3310.764692
1209,912,189.8031349,59.73303247,552.0449854
1191,912,341.6175937,27.30239768,144.5604997
1222,913,142.2918038,13.76939035,10.24228596
1642,914,567.1874378,56.52650369,187.3612769
1874,915,411.048334,164.8383822,2641.268599
1056,916,136.0031233,51.95401628,315.1235836
1021,916,203.3274229,27.59866107,38.9324088
1568,917,546.88406,48.59376631,332.9675578
1572,917,93.60051923,49.73073979,317.9951134
1780,918,119.8550727,32.5160676,96.02308685
1638,918,316.3795714,28.23178347,30.51672369
926,919,179.8530481,55.49702895,317.6466819
1287,920,168.1160787,17.54685831,14.42424267
1239,920,463.3485895,43.13296514,187.9809623
1803,921,67.54240776,76.8289663,1266.032196
1504,921,89.68328444,33.85089834,200.3727516
951,923,364.4378115,79.45584678,856.3440506
974,925,932.9795716,18.62779041,78.66425205
1044,925,317.0501664,54.60009031,531.9959033
1074,927,315.8952014,32.76444969,161.4804011
1550,928,749.0030862,40.03939384,237.1785238
1382,929,231.0326626,66.94278251,359.7174649
1370,929,84.12079746,146.6789697,2391.893715
1700,931,195.2502728,60.62765838,313.4828553
1875,931,347.7028268,63.40581577,332.6975549
1008,931,333.3397906,42.93727845,109.207083
1832,932,133.277791,81.23462511,2030.275904
1824,932,87.70236731,21.17480159,53.64691725
1245,933,494.4566028,40.61360379,242.5648834
1352,934,266.0299366,59.91345463,813.6122123
1168,934,98.15316266,40.85156325,59.98798615
955,934,227.3709787,57.91003885,222.896618
1549,935,317.9769691,156.969844,3922.744711
1116,936,479.26032,64.73026592,219.8548582
1419,938,270.3154592,17.67766149,125.5161194
1574,938,40.1955532,41.98151812,340.0946051
1148,939,732.8718697,63.6830494,571.3314737
1728,939,303.9309738,36.97540761,108.0646331
1130,939,783.4679732,88.48086776,500.1706984
1067,941,291.640521,23.68579899,41.2310394
1151,942,449.8409031,99.92650073,1226.381748
1218,943,206.5600204,46.16224763,105.1539932
1294,943,74.64159246,20.00944644,10.9879742
1544,945,386.3014545,73.1960177,117.5068723
1863,945,539.4160236,55.75219445,627.2700202
1613,945,252.2194652,70.73763652,1280.440056
1346,946,498.4205476,26.17523733,59.67818341
1551,946,174.9291595,35.45834529,113.0305746
1196,946,119.5049221,33.6711611,202.7494661
1215,947,285.1681367,36.39775208,205.4450828
1307,948,451.376803,40.53008282,113.0134041
1040,949,521.858277,56.15661453,204.2881554
1397,949,384.0532947,33.31765639,99.52511399
1389,949,381.3131091,59.53019804,308.4371645
1090,950,84.50477683,22.20558733,104.2529321
1418,950,308.8657347,27.05882891,54.52187224
1845,952,433.0946594,34.52852621,62.08133108
1736,953,379.0823482,116.6338827,899.1997011
1578,953,571.5129566,33.24303021,106.4649411
1186,955,188.531461,39.59785771,56.23708362
1234,955,280.3753136,52.16819167,67.90461372
1361,956,252.1376521,50.72158034,286.2343292
1546,956,330.4178154,41.25056462,204.5326377
1182,957,192.0974179,11.58308805,9.920583469
1304,957,156.3548186,107.3470793,2694.248544
979,958,565.5537975,19.51053343,53.46934171
1007,958,262.0605862,33.07140326,285.8305845
1100,960,655.7430854,88.63787438,578.4633381
1316,960,228.986509,63.07720071,638.0124943
1428,960,808.8014416,103.7705754,1007.889923
1094,961,195.2502728,23.48324977,46.28951435
1126,962,158.5035476,41.12127461,100.4748026
1114,962,169.1446138,45.63502504,67.28702746
1421,963,364.9690961,55.55182047,450.4858154
1675,963,206.5923685,55.94830897,187.041069
