From,To,Length,Cost,Var
502,601,224.9325864,44.01958169,289.078867
503,1247,273.5937563,62.99037857,588.7513629
503,1193,488.0512947,43.53571738,168.2131214
503,1181,141.573317,55.52880704,421.838356
504,758,562.8715458,23.95838302,43.74142129
504,693,259.5491809,64.24816711,772.2077929
505,825,204.8524914,97.27401705,1381.398877
505,622,448.3341374,98.69072169,364.5516469
506,551,919.8431229,51.99399997,444.1374828
506,1213,568.6881187,5.558556414,2.376178858
507,1548,253.3709515,26.19574998,25.56371839
507,1093,393.0597599,66.70991119,391.5247952
507,1786,361.1545333,89.74895062,2136.503089
509,730,410.3207952,63.85422525,443.8200099
509,842,400.6480744,154.7859674,7057.203911
510,892,313.3206268,20.43355857,29.01310347
510,564,241.4176786,303.4951968,55246.93243
510,690,362.5421336,65.4849152,595.7425241
511,646,443.815225,207.35929,16009.95874
512,1235,149.2203639,49.68446652,90.64382971
512,1519,136.8058842,22.60526302,36.91327658
512,1456,114.9437404,25.34462276,43.82005898
513,1248,207.0063574,42.73518588,146.5933171
513,1269,453.3683008,45.93864485,225.5728262
513,603,307.8154888,24.55827536,36.20847308
513,1097,290.8233659,53.19066925,46.02044896
514,1098,713.2862675,68.7971717,695.0882844
515,1859,491.9788734,65.10020062,334.9858304
515,1265,512.1666139,30.18833576,183.4072436
938,515,626.8900077,37.23036097,348.8677288
516,1790,325.53111,58.83791611,424.9389084
516,1002,507.8290308,36.77816812,85.00544995
516,561,327.1391113,34.25752252,285.8266648
516,1311,634.8676795,68.37914228,725.5165625
517,688,146.2787448,37.3273538,89.90433551
517,670,359.9021833,55.31780869,208.5759219
518,1131,145.9190187,48.66301437,284.148965
518,590,436.6127438,54.41082943,276.7359774
518,989,238.1140514,48.05339732,369.9229718
519,850,228.7977051,148.2392903,3162.637973
519,546,255.2407113,154.0845194,3462.17188
519,755,185.8841351,175.4829069,655.4595566
519,941,313.6144504,167.2562499,3603.226871
520,601,56.12003488,99.49036993,1182.550323
521,749,958.8743236,26.05084531,16.62090422
521,1354,257.7163082,45.97192921,141.1430671
521,1145,320.892888,85.52558343,615.2509991
522,1319,314.1148675,53.80050143,756.6081589
522,1145,540.0478393,52.49946542,118.7063482
522,1152,395.9190753,61.86228748,1090.10194
523,937,309.5056067,48.87563461,359.712947
523,631,147.6764057,64.81243021,593.9781066
523,1640,1223.809673,61.02101044,326.9159484
905,524,728.9290015,63.81501775,172.5462965
524,1765,217.7154892,27.53647893,35.56595224
524,1883,188.8040849,135.8509808,6159.978569
524,1885,444.6049052,66.94382813,214.9923523
525,561,351.4324351,28.11403384,172.0606623
525,1458,366.2891095,66.85982796,109.4306578
525,1372,458.9497758,50.64596366,303.677165
527,1125,144.3885285,28.32836604,31.61038943
527,635,364.3413238,41.1540695,99.30273886
527,898,37.16157929,54.65234949,778.9734752
528,850,501.773329,122.7908627,2464.622767
528,1150,686.2321224,88.66773639,1447.460804
529,673,520.6009924,69.62309176,535.4333666
529,646,520.3990842,72.39271025,640.0120023
530,1369,4033.865372,29.6536808,96.8072652
530,1175,910.1111512,67.00098526,356.5908151
531,576,1555.395818,21.04592298,22.42099958
531,824,261.9023515,49.32995651,543.388322
531,1248,504.7456495,32.90438304,82.3564086
532,751,429.3251195,95.75626117,729.1307832
532,839,209.1068497,81.75876776,384.5111321
533,1275,211.5300381,28.40030209,127.3807318
533,1815,477.2200282,38.23841537,288.9321539
533,1771,495.6572492,32.06269167,104.113681
534,1356,658.1514157,56.51804497,571.4088926
536,898,419.0126428,53.45110579,856.8841599
536,635,307.8306456,75.44875879,743.2006909
536,1137,377.6218647,54.67324503,210.913168
537,555,337.7534872,42.8821201,249.3066447
537,990,325.8740239,84.80963005,1334.597446
537,1297,222.4363981,54.38761139,203.8082465
538,610,799.4633154,38.64639105,268.8432229
538,655,365.6032421,28.32380862,39.75398867
539,1624,758.9915608,33.48215425,126.5414296
539,879,999.998034,89.40104496,377.8684178
539,1576,516.1461434,14.60699483,11.76651435
540,684,250.9085722,26.95480982,92.89348512
540,612,241.0734313,69.18965643,607.889884
541,951,226.6947229,90.1214703,574.2404781
541,783,249.9088715,83.21646953,495.1947457
542,1859,175.556399,26.63066529,52.38962825
542,1419,133.4161403,29.21468699,118.5802781
542,1865,1672.884115,23.49057015,176.9340368
542,1888,1161.652744,104.063852,1197.472724
543,1356,1124.238202,104.4327292,1922.134672
543,988,467.7929198,73.7528795,140.2203569
543,1874,669.2937082,171.7795839,2248.538133
544,688,502.1806243,94.09616803,1277.939992
545,730,2034.517496,96.35836528,243.4024139
545,1167,176.2882066,5.874214408,0.756786685
545,1113,190.3866487,86.14962695,313.7353242
546,1074,85.52590926,90.98225408,1335.200945
547,574,99.25144125,27.93181342,21.2456386
547,682,312.5007547,29.72791556,47.53010651
548,1634,361.8827805,45.99106918,289.3272028
548,1803,185.6881094,47.8673406,461.1626653
548,1504,205.9934587,108.4039493,1364.703162
548,1381,167.2679445,112.0368672,1811.868383
549,1398,193.3696927,51.39278279,62.47646909
549,1140,365.7887633,34.76766594,80.11113026
550,559,342.7623639,66.73863771,1496.836833
550,1007,595.1792172,42.4395464,309.1727994
551,1350,140.7218803,35.83305845,380.6853321
551,1442,324.7603541,38.12818292,343.7886332
552,1822,2356.527401,76.51578139,698.7682865
552,1614,1686.876154,88.56294661,404.0899525
553,679,1741.28061,122.1904826,1183.005645
555,1262,317.7348058,23.14096301,23.86021061
555,1317,624.0356267,27.48382431,113.8228472
555,815,385.1798218,45.72103219,166.3964142
556,740,535.6265217,23.96134955,50.12982171
557,1115,458.6310303,34.97866195,115.5474487
557,1507,327.3042833,61.55923328,581.697133
557,1588,61.67462177,43.89121261,369.8523566
557,1654,378.5234856,60.96873362,273.7194233
558,1230,189.6240581,47.19893487,113.201312
558,908,163.4086438,39.14612275,109.5318839
558,567,152.5390573,72.70106939,221.1872083
559,1000,277.0152853,40.27535762,107.977405
559,667,180.5880068,27.88334107,38.86834112
560,1682,492.1675524,55.00219286,431.2754412
560,1823,180.4126342,42.35363776,160.2623895
560,1676,186.9244155,33.7276122,53.10776501
561,1388,181.8802626,100.9414241,430.2485385
563,1290,188.8080619,31.65221418,131.2846701
564,707,554.456952,119.8571597,1159.836515
565,1273,79.61011847,50.93924247,126.7832788
565,977,242.6223644,38.92995593,269.4316133
566,748,1454.215153,97.56928877,836.2500125
566,1462,276.2753372,75.2778708,571.1270403
566,1666,464.7243505,51.52175533,46.26288455
567,1182,303.0645202,67.03807022,225.643261
567,766,1234.234482,57.70913929,341.8832942
568,649,241.5011285,35.1649386,98.00231286
568,944,198.1395557,63.96658033,700.5115712
568,804,165.6644771,129.3640141,1697.275963
569,605,193.3238535,27.89970431,59.67802612
569,1713,175.2258277,25.42741041,27.84435008
569,1867,225.1874039,29.26814722,44.06798119
570,1220,1432.752477,35.45099075,77.23921369
570,1356,218.3910293,87.86763512,276.3806533
572,1010,332.0120067,32.98609699,425.1263621
572,1347,209.3926731,74.58942934,557.9821654
572,1059,348.2928019,41.6971509,278.6470062
573,1018,191.8857738,10.35631126,9.326434674
575,942,191.1436769,156.5642222,6410.723959
576,1212,618.1668241,29.41844943,34.70276519
576,1048,332.3824495,52.36467716,108.5033529
577,667,440.927846,29.22866219,54.64059002
577,727,126.0383256,42.25494696,67.7050957
578,1619,118.5706484,19.10980982,42.84958259
578,1379,417.6863188,67.05903268,571.3863898
578,1601,455.1286603,25.16383059,18.72692027
579,925,415.7874044,37.82200231,229.5216421
579,1846,308.857987,74.76043101,403.3593498
579,1396,588.5777404,25.6146398,82.65178563
579,1506,175.2294273,34.55522186,242.5793921
580,652,1014.67495,146.4591329,1084.989709
581,608,1155.187674,35.85025124,184.7818824
581,1227,905.4421895,49.98220104,184.7658112
582,1186,1289.528685,50.87242985,96.07267634
582,1234,471.5487556,31.89196783,25.07818584
582,1277,426.2283593,51.45731379,105.4695989
583,682,185.6601824,91.5859366,1561.299549
584,1061,246.0498051,59.9312801,576.0386158
584,956,941.1702069,34.87141993,137.7008653
584,1127,1741.28061,85.68051349,1049.490169
585,1382,1120.091888,18.17690317,45.72645644
585,936,2004.171289,65.82209384,295.1330714
585,1366,241.0734313,223.9280505,5870.146537
586,1391,233.370582,42.0237316,46.47782967
586,767,199.2089648,13.86058277,13.64659826
587,623,2558.887309,44.20263295,134.3113005
587,1290,1255.795005,72.77007134,599.023205
588,1794,535.196487,123.4525687,1251.833291
588,669,2499.055757,19.65914959,10.97089141
588,953,228.4536373,27.93013582,47.02419989
588,1238,759.6472394,94.63726661,192.7525571
590,626,412.5509887,47.18379328,298.6642199
591,934,153.1713089,42.56161475,149.5261232
591,715,615.6853378,137.7818821,1968.967224
593,629,520.6072071,44.20759364,171.387075
593,1348,406.5579245,46.57403384,45.55598561
593,1678,516.6684936,161.2819903,7087.64659
594,693,391.8038404,60.00069111,385.3307571
594,1349,399.3886062,61.72975644,916.9246506
594,964,1233.652182,39.76445979,209.0391271
595,944,1400.008339,203.0919244,4530.329669
595,993,756.4476166,50.94556614,145.6051974
596,1789,1589.350889,21.55955339,16.68278552
596,1604,193.3696927,26.69727914,101.7253378
1029,596,275.604793,24.23985435,57.04546377
597,1473,122.6468622,108.5309545,2371.654433
597,1876,323.1423428,36.42892877,45.21518897
597,1668,1304.912095,102.7416718,1404.566156
597,1172,1051.848713,98.94043168,2089.247121
1185,599,293.5099803,39.67491669,172.3522776
599,722,1255.795005,32.3325935,68.69439931
599,905,423.565812,71.47131496,424.1310487
600,1287,364.5744015,42.18703163,214.417385
602,1675,443.9603623,43.69430382,188.1771184
602,1121,450.5760534,41.35839463,54.39618491
602,1253,212.8187239,32.62089825,132.2945803
603,1324,319.6698727,26.57745928,28.67015246
603,1294,500.6634181,27.15843496,29.83831733
603,866,354.6651261,49.50419664,367.4076252
604,1049,247.4270666,20.39440877,22.12687558
605,1189,98.19303558,23.40697989,66.68668454
605,987,81.1072442,72.36138256,856.6540432
605,1022,312.7803781,32.91193506,29.41490222
606,1148,313.9204424,121.8342895,1025.495604
606,1016,461.9066001,55.1930955,1016.54231
606,1130,506.4348279,34.9822627,119.2543993
606,1826,481.4511858,110.7729407,841.9171664
608,786,389.1891435,100.0762726,2120.019491
608,1003,337.2747106,23.46658025,31.3711985
609,1322,300.2698023,61.32094537,1520.061167
609,1352,176.3622819,42.69297844,735.601804
609,1156,344.1873759,30.65958282,228.8512165
610,619,350.2059925,59.66691126,385.8804763
611,1169,354.6830268,39.40527949,213.4571099
611,1127,306.0825483,26.81600429,124.1205862
611,949,140.0576135,55.73969248,180.8702979
612,1386,1103.828643,67.63573264,297.769868
612,1236,814.1403013,41.6433929,150.1393434
613,895,1280.812706,29.06247528,58.21163614
613,783,293.5099803,87.94514786,965.8817928
614,1387,653.6597625,57.42102116,957.8509079
614,1411,312.6233832,65.92034224,431.7334677
615,1856,575.4347967,90.95675742,662.7191947
615,1336,429.1016293,27.47252468,26.62706423
615,1341,208.4203538,40.72907932,201.5897725
615,967,141.5225217,101.3152689,1136.097901
616,688,187.0601788,49.71287016,54.14597273
616,1106,150.9818112,26.42181881,44.74155576
617,877,91.89183806,30.79803806,33.77884779
618,1120,469.8656346,58.59499159,445.3903632
618,836,406.3058076,68.22389975,1118.581019
618,723,178.5930974,66.5790307,1054.211702
619,700,117.555509,48.42561336,525.3601141
620,1636,331.5724099,32.68933099,34.03682339
620,823,555.8898734,85.65135373,433.358042
621,803,351.6685067,27.55289934,38.15784528
621,929,562.8715458,65.31470062,255.3243882
623,1765,856.9806966,50.62877413,87.8812744
624,1772,264.08751,54.40346245,368.8733464
624,1680,316.8667279,61.65921889,140.3357559
624,1820,247.8196271,65.09656341,292.5906937
626,1066,198.6988912,23.70152352,7.502562554
626,1032,139.940451,26.91824497,23.04629515
627,1307,578.6141626,29.46496613,41.26287231
627,1132,304.8027503,18.87302367,33.12894583
628,664,304.1389632,42.69632757,177.5900624
628,646,432.2380955,26.03920474,39.44114145
629,674,570.5216524,197.9910969,10942.65651
629,1459,239.8968548,23.91858858,44.78217575
630,1069,540.4840577,36.2025761,73.26448589
630,901,236.0345599,87.43522768,539.8828841
630,1134,132.1916283,29.38440015,18.47789293
631,676,983.1410724,93.42200283,1990.616193
632,903,219.1141492,33.9076616,175.0393243
632,861,231.735123,36.95776098,219.7349703
632,1532,515.0530804,25.81059953,45.50094306
632,650,270.3876214,53.72989902,1335.902013
633,820,449.1287667,30.021642,74.44884174
633,1724,165.6061356,45.00991462,200.2283095
633,785,264.4056949,86.94124096,1072.038155
635,807,240.2681057,49.60005976,243.2465491
636,755,361.2623371,92.84671746,2524.570958
636,1342,27.24439479,94.0735446,646.5175843
636,1216,187.6538421,354.7270077,35438.17018
637,716,1099.55667,50.97209204,230.3662243
637,1477,210.0897338,56.84512454,306.183951
637,708,566.8046306,46.07830428,240.5261845
638,1012,440.469208,42.40307862,166.1106834
638,928,242.5286421,68.88170783,662.0582266
638,1377,257.092466,30.79133539,76.63614496
638,1405,526.3930735,30.13900318,58.17238739
639,824,509.0410597,64.09160576,1212.587063
639,1248,214.3025008,38.17897303,58.27636076
639,1269,714.5698479,47.59791035,189.2454066
641,854,769.9336156,51.61496249,304.134727
641,1340,353.7171055,43.8128462,184.0304069
641,1445,471.329341,38.76098948,193.7040298
641,1889,1125.188288,78.76986388,455.8596264
642,848,616.3124407,87.01713129,1024.989288
642,1653,246.0758193,31.05336942,60.09442255
644,1052,262.9853943,78.370777,796.0839052
644,1233,394.0931082,122.3645637,1599.41441
645,1204,338.2452817,37.13585906,285.0464339
645,1102,405.8030188,52.54075783,180.0353879
646,1417,285.6781238,239.3631184,5298.01545
647,928,376.4561013,42.83660717,199.5109382
647,1308,261.567007,53.2516045,166.412977
647,1405,1055.858964,71.11666132,403.3154694
647,709,86.37263302,44.40742392,93.36632367
648,1254,254.5667925,76.13280154,252.4149023
648,1362,96.10959483,50.85876589,345.3221412
648,936,93.67032736,28.45366791,51.66740016
649,694,268.7115101,57.57988246,296.3091895
649,944,393.4139868,83.91287712,2842.283891
650,840,190.9052235,22.53526023,69.00562262
650,1559,259.5491809,31.38931232,48.02837296
651,1578,393.0597599,32.21518714,79.90705687
651,1641,366.3659135,27.19742285,49.03370892
651,1443,1101.767362,79.17785627,672.680443
653,947,257.092466,66.32434214,344.6940199
653,982,1069.288059,20.8675086,45.02829431
653,1221,781.5581147,24.48819793,16.38741202
654,1180,470.2261944,74.48169885,207.9530479
656,1531,504.8516614,49.24554671,34.32322479
656,765,196.321225,45.89053463,94.64092859
657,1188,388.6469014,40.57997398,117.5419713
657,880,275.0018723,109.6499513,1346.896833
658,930,288.5198866,42.05507983,88.22719898
658,1042,299.4326317,46.08665298,136.6166536
659,1711,104.8943503,35.58044283,291.5287854
1757,659,1293.915135,42.41393693,185.6341204
659,1751,504.7655711,46.82516264,205.794678
660,1404,389.3282257,29.53392297,73.3207356
660,1796,352.151325,37.83837692,70.30394929
660,1626,39.97393983,21.69105269,32.20828883
661,1638,395.8316253,55.33175845,262.5515852
662,1149,174.2833943,16.26500569,28.02687835
662,919,386.3043426,24.24188917,70.10793499
662,1094,494.3112084,59.15176394,200.2874449
663,681,78.25206767,38.09836088,139.2482351
663,1053,255.2407113,42.85357721,87.72507067
665,1401,284.4441927,150.9573678,4291.680171
665,816,222.1820801,89.00707153,670.3769498
1425,665,674.5268534,52.53022722,549.5768853
666,929,1047.798901,60.90380895,134.1263706
667,832,1605.266396,55.06359234,152.9851347
667,790,454.2245491,51.32783181,104.7048643
668,1123,158.8096179,82.6581883,755.8937913
669,1124,1212.751048,61.17007737,355.3618502
669,1368,1980.528202,43.99122035,315.3207023
669,1620,225.1874039,103.7944805,703.1857843
671,1185,1433.212385,51.92562844,310.3617691
671,770,653.6597625,51.87551509,466.6150346
671,722,484.4924959,33.1085911,72.29026671
672,822,190.9435949,9.496055531,3.319430074
673,691,121.5519876,42.20556457,229.9472058
674,1365,140.5790723,162.9787169,946.1829747
674,1669,306.3666994,84.11598673,1461.596216
674,1510,266.4956245,117.480014,862.0656399
675,1062,218.8597011,85.68956031,1216.050583
675,1680,346.0714532,100.4649644,1198.353203
675,1158,208.9813393,28.09105419,71.44966081
675,1274,347.6498187,56.99340285,144.4579482
676,1628,151.6687856,28.84567485,83.6352888
677,1719,334.255527,35.2718536,340.2214519
677,1892,287.293263,71.92634755,1166.356259
677,1685,307.3229515,77.61711974,819.0289033
678,1746,394.2664607,71.22390249,823.367974
678,1816,398.7211986,173.566834,11565.88959
680,863,333.2326205,32.61164713,60.09888935
680,947,337.2747106,49.65284904,211.9777036
680,738,506.067925,62.6967397,661.5137566
680,982,364.2085207,60.74446741,262.3103475
681,1302,509.2293938,43.10865982,316.606479
681,878,414.4702621,46.42813654,270.2099617
681,1252,360.1340311,40.4429328,87.79576273
682,756,414.3223762,98.63886897,740.1351755
683,1501,791.542227,63.28726186,297.3292656
685,909,1666.817721,98.05614393,1198.954343
685,735,1974.658957,54.26901838,163.8483713
686,1064,1027.908899,63.02060751,288.872333
686,1773,409.608127,112.8193951,3594.043896
686,1439,623.155329,37.98426234,223.0756155
686,1869,219.0246148,43.70010705,231.7709484
687,753,593.3162441,24.54053013,74.54139005
687,1794,293.1300936,28.84384132,115.6999711
687,1124,364.3413238,42.68063765,133.4553921
689,746,591.9293834,129.1147483,1597.176621
689,706,418.892414,51.26998119,47.4893189
689,1131,318.9586978,67.03406002,1429.231389
692,1127,304.4017252,58.29989192,245.2989673
692,1453,352.7578063,38.16924536,204.0724545
692,1537,484.3072559,45.20283624,222.282522
693,831,202.500837,17.31512517,52.37584129
694,811,643.5875973,92.31176698,589.9403243
694,711,506.1965775,73.20142445,420.1662148
695,1658,136.2816524,47.02358537,301.289718
695,1833,315.0380857,58.62366223,221.6799489
695,1670,389.0097565,70.52765714,348.8661385
696,1638,280.2382615,17.27688495,28.91453826
696,1455,204.8524914,30.94918787,146.0615597
696,799,377.4880952,25.30412403,62.38855901
697,1874,669.4787115,148.0853615,1893.339292
698,975,418.7348423,103.2058115,647.5798228
699,1292,4023.798886,29.31152828,18.81844142
699,857,1808.60053,3.72740019,0.583416244
701,1462,1062.645007,34.03735101,58.87046691
701,1333,714.5698479,79.52292251,443.5335658
701,1543,493.8147888,31.493445,97.66251343
702,1284,669.9234775,55.82341897,446.8593871
702,1402,188.8040849,62.14838974,264.3335806
702,1188,273.2144727,23.37665847,29.8261124
703,940,244.3404887,249.3178863,8905.705097
703,1731,107.5830727,98.8693256,955.5150096
704,1886,159.9451335,34.7835983,285.3212458
1885,704,211.3874654,63.04400119,533.5930918
704,1598,1023.613396,44.2457981,140.1164166
705,1620,597.146254,73.9948702,704.8867695
705,1494,656.4404604,162.1280006,3306.959973
705,1722,183.4471189,46.20739238,195.4959842
707,1257,233.2586384,46.97415685,337.2868276
709,1573,191.610028,29.15976918,91.83287867
709,1318,244.0320835,47.45233076,197.2425052
710,1294,436.6127438,51.42211183,153.2409796
710,866,313.2438909,93.44030256,461.2114266
710,1304,604.9681706,190.5578885,8423.861392
711,944,315.5945741,28.02320374,115.0905569
712,1359,175.2294273,55.84040975,71.85481959
712,1849,307.8306456,55.2913911,117.6287497
713,806,683.9539466,44.96203702,162.2712292
713,1575,351.1958333,32.8577134,106.73795
713,1184,375.3729859,33.98011318,70.73228265
1744,713,313.3206268,33.33844842,95.30788754
714,1038,242.8644927,11.52500369,19.78023724
715,822,542.2734733,29.24588493,108.5871176
715,1234,356.8069472,37.07982099,112.6688181
716,772,191.5495274,38.76766987,660.2123256
717,1313,165.5916463,67.44533218,942.5879787
717,1268,472.9959756,69.62308657,377.6423938
718,1730,68.03218618,60.76920791,322.9389404
718,1482,174.9291595,48.56335069,249.8531556
718,796,242.5409171,99.83683808,772.8000619
720,1411,245.847861,31.20150589,152.2638512
720,1835,139.1397902,47.44461028,179.860573
720,1544,332.3824495,43.28803629,157.6242251
721,1476,600.2121493,97.00456245,1456.404637
721,1266,459.1449638,94.57793728,1806.71791
721,1708,199.7437476,46.84582878,150.5884505
722,762,213.9587435,29.87655834,81.60691801
723,1347,187.8496967,88.33703405,1101.914994
723,969,473.9405049,58.03633194,228.930392
725,1690,1510.602443,38.44551131,99.08292741
726,1309,425.4607447,4.573480732,0.899934649
727,790,889.3523211,34.48989396,154.8518853
727,979,1256.785563,58.91098575,511.2227581
727,1007,398.1009021,29.82939352,65.43828902
728,1811,313.5298126,21.85987742,21.31727684
728,1207,205.9934587,49.04933307,167.6264665
729,1810,346.6419963,53.40449825,487.0608151
730,1179,1640.565362,27.70239899,102.1683008
731,997,963.5097573,53.00085574,1458.596712
731,1246,982.4759564,33.30178119,205.1581554
761,731,67.1048322,66.75017518,590.8123048
732,780,1069.288059,203.735602,8289.423805
733,1475,791.542227,77.24161199,849.4539862
733,1759,691.7608617,41.07374317,184.958279
734,1339,244.3310552,35.2829269,126.9773921
734,1438,235.1135961,125.468182,1069.20356
735,839,756.1053196,89.46591547,294.6840263
735,1070,537.0465409,68.12718383,446.6361423
736,1727,273.4911032,26.85187839,118.1215456
736,945,283.5724244,80.24088766,765.133954
737,1470,192.2118626,21.29686236,77.03936639
737,1782,278.4021645,12.63513332,14.65193669
737,1842,1151.232273,42.41897438,222.1692932
739,1032,227.3259256,38.42341777,266.1537968
741,1516,422.533469,103.4812193,1266.052427
741,1247,350.1660614,84.4304079,779.7801948
741,1498,496.9132974,30.95598684,56.14890907
741,1495,352.151325,53.5529564,271.6236489
742,894,194.6769792,118.4809473,1510.231392
742,750,381.8613171,374.0146216,18039.24142
743,804,161.9954584,263.0718426,29372.8093
744,1105,932.9795716,98.11635485,4097.126889
744,1873,471.5659986,47.167593,182.9986138
745,1623,234.484803,66.03325891,723.6469086
745,1250,72.26269556,24.64784757,60.55361142
745,939,387.1093873,75.08071631,788.5544637
746,1066,1454.215153,38.4097178,18.35986582
747,1252,1014.67495,38.99064422,253.7785734
748,977,242.8644927,75.65683256,758.6815251
749,1474,314.5977668,18.05357788,14.81464565
749,766,136.409658,145.3831416,879.9499047
750,1128,207.212196,111.9814323,2357.128117
752,1562,178.2509221,61.10391037,981.1828597
752,1791,136.2343272,57.41200837,423.4228383
752,1755,302.4485886,4.719785976,5.349667384
753,1286,375.198357,72.66333732,881.5265371
753,1479,220.8072402,24.69949226,105.5111471
754,1251,289.9981091,57.16048439,271.4043295
754,940,477.8586952,218.3647671,3247.440517
755,1150,356.5411024,88.15672442,1900.619819
755,1332,296.9386811,35.72641027,93.7735376
757,1639,422.533469,92.45848969,531.061661
757,1328,142.2912529,21.30791526,23.95965994
760,1719,334.6260569,30.83033013,144.2297351
760,776,126.8696917,57.43085872,868.6657768
760,1655,230.5115871,65.20847959,735.7638137
761,1593,132.1639888,77.91572233,1589.976325
1650,761,287.293263,60.24605256,232.1573815
770,762,136.2816524,34.01831865,69.67642315
763,1156,431.0930951,69.17787806,686.7326567
764,951,321.2386193,118.0568465,1305.151589
765,1229,350.2268409,39.10225192,139.9571441
766,1430,419.311019,27.23513415,48.51155618
768,1520,444.6381518,22.8955773,49.46745603
768,928,450.4908351,81.8161519,1213.384937
768,1308,290.2760773,42.75831722,227.4375994
769,1593,362.7047848,32.91713612,342.4878019
769,1650,1605.266396,84.35352525,2500.779845
769,1190,657.8851349,28.77588651,91.93167465
770,1059,476.5458367,60.29992818,287.3463859
771,787,331.9627717,29.07183163,128.4607356
772,1607,583.4441876,27.32671,47.62816651
772,1477,361.2344827,42.67872759,105.7880306
773,844,742.0186781,41.53643851,82.16732881
773,1474,655.5253337,36.18179697,39.58124473
773,907,461.29248,74.95221165,242.9629602
774,1009,477.8586952,25.37343311,109.0901908
774,1176,398.9027904,54.75130527,414.8751369
774,1083,405.9579217,31.0975043,50.62395694
775,839,248.5186834,250.1788643,9452.859779
775,811,566.5000649,50.07610361,417.0334079
776,1652,361.1951487,34.42403417,163.1952378
776,1496,144.6887032,53.34960318,425.3761769
777,1726,212.9205378,27.02150007,73.16390303
778,982,165.1214109,27.27421004,29.0646645
778,870,223.9757753,41.39692567,180.0646529
779,1240,238.1140514,45.12510222,55.47883329
781,1381,183.0073139,74.59969862,568.9988867
781,1579,570.5966595,24.73201789,61.13338995
782,810,766.0010004,27.92225793,81.62284153
782,1140,278.1866081,30.80529495,47.8093379
784,1613,344.7425771,12.0762552,35.16083126
784,1153,242.0373337,48.83542838,189.4690839
785,1643,461.3054735,35.81927989,563.764341
785,1199,859.1051817,25.65188094,110.4239041
785,1176,542.0671848,27.0177204,71.88999079
786,828,124.0511176,71.24825867,1463.837949
786,1073,733.8491381,107.4762391,2811.84911
787,801,757.4978528,23.65943205,16.00251023
787,1025,244.3310552,23.11518533,33.56214314
787,1120,567.5876592,57.2995413,1113.183643
788,1480,879.7321326,22.6854164,39.41402892
788,1552,107.5830727,34.49999298,148.3125852
789,1034,287.2852446,51.22463302,151.7678871
789,1090,200.0700202,11.38534615,13.29075918
789,1418,173.6150959,40.19042641,104.1631614
790,874,262.1330427,56.56550835,317.5891309
791,1064,310.2824611,60.30306444,343.9949603
791,1403,136.0388933,96.21747341,899.1087733
791,1773,98.15316266,101.6256423,1352.767359
792,1130,255.4761167,158.4103088,3050.535131
792,1850,260.5056325,43.36839867,85.3143971
793,1101,244.5961223,42.06959274,272.942895
794,857,342.4608015,30.53922519,32.90374678
795,1456,239.1655126,58.0583502,413.0422278
795,1047,293.6547713,34.72353172,163.9007108
796,1264,210.0897338,36.47904296,65.5094022
796,852,1054.551688,71.89353866,327.4603741
797,1721,652.6608608,55.94382892,346.8086824
797,1219,314.2687725,42.47716444,175.0372957
798,1233,173.825007,113.4741499,1270.885626
798,966,262.0354496,55.98362742,482.328416
1662,799,330.0351497,17.76104405,27.85006341
799,1500,247.6208231,46.57283922,202.8277799
800,891,387.465959,62.40761546,432.9294645
800,1143,528.5533142,38.35165038,606.2604571
801,1114,1013.258931,72.04445788,3917.590201
801,1074,637.9453543,132.8025478,3059.963902
803,1194,359.9913936,54.61621251,120.436834
803,1374,229.0295232,7.592598939,14.37301368
804,1056,326.1153469,49.43260573,116.158124
805,1099,553.213835,99.64650488,4238.453462
805,1487,308.0733628,82.64711004,2387.472411
806,1760,641.3544503,56.57335937,125.2285328
806,1281,93.0879467,30.49758146,67.00800778
807,1087,151.6410718,41.23487915,144.7296923
807,1161,75.58673852,62.03763544,807.4311099
807,1137,272.0009025,82.41381574,924.5498863
808,1180,290.5469425,44.20839452,237.1070806
808,1114,261.9023515,16.47947181,10.21322503
808,1203,193.7712416,32.64031911,384.6241395
809,935,421.7226665,33.70889979,133.1741818
809,1263,98.26014065,19.99241692,113.6263482
810,1398,122.9169129,49.16300122,140.790417
810,1314,464.6200432,33.80427665,73.19401955
812,1855,591.5561868,41.94083742,312.5507968
812,1882,934.5742395,24.56156092,59.37770132
813,1614,1197.465221,41.47334235,327.7925785
813,1291,361.1545333,55.25789441,272.689037
813,1758,414.4702621,109.637863,1583.480011
814,933,401.9370702,68.86907947,418.840926
814,1010,724.660058,120.0057076,6017.596709
814,968,240.825324,28.73242428,263.2270714
815,899,216.9899549,36.01727031,93.07301871
816,851,544.0247366,44.92264964,161.5666115
817,1194,570.5216524,130.4080605,1674.263245
817,1206,368.5087932,30.53035904,82.01458083
818,937,439.5600484,13.35142992,33.96203146
819,1249,480.9057184,9.67102464,13.07017015
819,1511,1763.386917,28.28260947,107.4759232
819,1807,468.6458284,61.90067013,620.8720106
820,1778,323.0325162,27.89541821,48.85729514
820,1698,271.5578782,31.03643514,64.78337956
820,1864,623.1272975,33.8723074,55.70262315
821,1038,516.574677,157.8931854,871.3583391
822,1156,515.0530804,83.90106358,3744.395908
823,1343,1564.535366,75.35323415,659.1009363
823,1247,562.2667658,57.39403625,523.8518731
824,1090,241.3516405,288.9348147,10111.02856
825,853,129.216138,101.7323266,1921.535934
